/NM5/D_X,/NM5/D_Y
5.653396121532329e-07,-1.010147370074768e-12
5.75339612153233e-07,-9.958486035150047e-13
5.85339612153233e-07,-9.828765358495965e-13
5.95339612153233e-07,-9.711577233395589e-13
6.05339612153233e-07,-9.60623408382471e-13
6.15339612153233e-07,-9.512091626618643e-13
6.25339612153233e-07,-9.428545675055122e-13
6.35339612153233e-07,-9.355029214120894e-13
6.45339612153233e-07,-9.29100970530075e-13
6.55339612153233e-07,-9.235986657191844e-13
6.65339612153233e-07,-9.189489363011225e-13
6.753396121532331e-07,-9.151074847971699e-13
6.853396121532331e-07,-9.120325992895621e-13
6.953396121532331e-07,-9.096849763883013e-13
7.053396121532331e-07,-9.080275640650095e-13
7.153396121532331e-07,-9.070254113218878e-13
7.253396121532331e-07,-9.066455338380369e-13
7.353396121532331e-07,-9.068567855906929e-13
7.453396121532331e-07,-9.076297462396903e-13
7.553396121532331e-07,-9.089366113932303e-13
7.653396121532331e-07,-9.107510908294385e-13
7.753396121532332e-07,-9.130483178332291e-13
7.853396121532332e-07,-9.158047638562593e-13
7.953396121532332e-07,-9.189981594181074e-13
8.053396121532332e-07,-9.226074171516493e-13
8.153396121532332e-07,-9.266125684030946e-13
8.253396121532332e-07,-9.309946955847677e-13
8.353396121532332e-07,-9.35735876361504e-13
8.453396121532332e-07,-9.408191292310716e-13
8.553396121532332e-07,-9.462283654287097e-13
8.653396121532333e-07,-9.519483410081599e-13
8.753396121532333e-07,-9.579646225690272e-13
8.853396121532333e-07,-9.6426354393031e-13
8.953396121532333e-07,-9.708321810467507e-13
9.053396121532333e-07,-9.776583225033047e-13
9.153396121532333e-07,-9.84730448964688e-13
9.253396121532333e-07,-9.920377148791308e-13
9.353396121532333e-07,-9.995699428730558e-13
9.453396121532333e-07,-1.007317615327208e-12
9.553396121532332e-07,-1.015271876525402e-12
9.653396121532331e-07,-1.023424546556382e-12
9.75339612153233e-07,-1.031768137611431e-12
9.853396121532329e-07,-1.040295879371547e-12
9.926698060766165e-07,-1.046660131935762e-12
1e-06,-1.053118130797685e-12
